chr	start	end	strand	genes	LL_mean	k_mean	n	size
chr11	73177083	73224511	+	['Tax1bp3' 'Shpk']	0.8721605641323299	0.0011893446200467804	2	47428
chr11	83746940	83783754	+	['Wfdc21' 'Heatr6']	0.9650480071263845	0.0005138980253780886	2	36814
chr11	83572919	83593087	-	['Ccl6' 'Ccl9']	0.6981812818427569	5.734898308399592e-05	2	20168
chr11	78328415	78349164	+	['Unc119' 'Pigs']	0.8458188817784106	0.00014848623492649	2	20749
chr11	77508099	77607815	-	['Trp53i13' 'Taok1']	0.7697500805116648	0.0003513188409169317	2	99716
chr11	77493562	77538607	+	['Git1' 'Abhd15']	0.7712176035878284	0.000544217519620022	2	45045
chr11	76726602	76847018	-	['Gosr1' 'Cpd']	0.8421081350821935	0.0001692712673031974	2	120416
chr11	101316213	101329702	+	['Psme3' 'Aoc2']	0.9834587431689592	0.0026496497490166747	2	13489
chr11	101552149	101591788	+	['Nbr1' 'Tmem106a']	0.99607749356047	0.0014465019901481538	2	39639
chr11	102453297	102556392	-	['Itga2b' 'Gpatch8']	0.813719061003876	0.00030343428873584317	2	103095
chr11	103331497	103412687	-	['Plekhm1' 'Arhgap27']	0.7247794294006142	0.00041095108167440303	2	81190
chr11	74898071	75164448	+	['Tsr1' 'Smg6']	0.8421213733397559	0.0003289417262263206	2	266377
chr11	106156256	106202168	-	['Limd2' 'Strada']	0.804432737027278	0.00028561456394628996	2	45912
chr11	106249142	106272972	-	['Ftsj3' 'Smarcd2']	0.9807192159109694	0.000826143677325979	2	23830
chr11	74849261	74925948	-	['Sgsm2' 'Srr']	0.8903736293911645	0.00021171152773520258	2	76687
chr11	101253707	101277409	+	['Wnk4' 'Vps25']	0.7823424308683017	0.001051817947258038	2	23702
chr11	98082556	98193293	-	['Fbxl20' 'Med1']	0.9468576306418899	0.00035379446829564103	2	110737
chr11	95337018	95391776	+	['Fam117a' 'Slc35b1']	0.6354497139747857	0.00100761610891042	2	54758
chr11	95026258	95076801	-	['Pdk2' 'Itga3']	0.8189741600825294	0.00012564650502241604	2	50543
chr11	97362435	97502402	+	['Socs7' 'Arhgap23']	0.9218373874156136	0.00020805310878098642	2	139967
chr11	94539798	94601871	-	['Rsad1' 'Acsf2']	0.9128862967198887	0.00035359909572912494	2	62073
chr11	93996091	94155776	+	['Spag9' 'B230206L02Rik']	0.8122325236857828	0.00019826181808086838	2	159685
chr11	93949814	93968521	-	['Nme2' 'Nme1']	0.8449737180663877	0.0006991166956324107	2	18707
chr11	101246028	101277409	+	['Wnk4' 'Ramp2']	0.7825573055114816	0.0010112694543341614	2	31381
chr11	88970252	89020293	+	['Coil' 'Trim25']	0.8222451093535222	0.0002551724466415639	2	50041
chr11	100462614	100528000	-	['Acly' 'Klhl11']	0.8748938513148892	0.0012937368426537061	2	65386
chr11	87109234	87220683	+	['Trim37' 'Ska2']	0.609610398516053	0.000452452490418543	2	111449
chr11	100766032	100850724	-	['Ghdc' 'Stat5b']	0.9127326332026624	0.001757096677868578	2	84692
chr11	73175519	73199042	-	['Emc6' 'Ctns']	0.9804915093080989	0.00045246631798517335	2	23523
chr11	72607283	72772146	+	['Ube2g1' 'Ankfy1']	0.940828244318564	0.0006693434393431248	2	164863
chr11	116837432	116853094	-	['Srsf2' 'Jmjd6']	0.9839631310249641	0.00028477772656238664	2	15662
chr11	60199089	60352905	-	['Tom1l2' 'Srebf1']	0.8919539223553719	0.002900634983232145	2	153816
chr11	59407134	59472474	-	['Snap47' 'Zfp867']	0.870626807482672	0.0005684073240763946	2	65340
chr11	117765988	117785055	-	['Gm11723' 'Tmc6']	0.7092924009645214	9.611687528762309e-05	2	19067
chr11	58847158	58883288	+	['Gm12258' '2810021J22Rik']	0.8354262209934578	0.0002971764552122708	2	36130
chr11	58104153	58128512	+	['Cnot8' 'Gm12246']	0.8458124312060185	0.0001510530681894654	2	24359
chr11	51685386	51763634	-	['Sec24a' '0610009B22Rik']	0.9661097400455325	0.0012646248344826308	2	78248
chr11	51584757	51623714	+	['Phykpl' 'Nhp2']	0.9332715709815725	0.00036968008869387543	2	38957
chr11	50898712	50931633	-	['Zfp354b' 'Zfp2']	0.9390579069546249	0.00014803120704523268	2	32921
chr11	50255634	50325673	-	['Maml1' 'Canx']	0.9660632756926747	2.1615780293530184e-05	2	70039
chr11	48800332	48852209	+	['Rack1' 'Trim7']	0.7970400675015581	0.0012444953337893581	2	51877
chr11	35808381	35980527	-	['Rars' 'Wwc1']	0.9265995914762433	0.0006805978969202128	2	172146
chr11	116245166	116307233	-	['Exoc7' 'Srp68']	0.963250782337244	0.00021741509196760727	2	62067
chr11	116198855	116220287	+	['Ten1' 'Cdk3']	0.5781849246452928	0.00012919998852769404	2	21432
chr11	69901072	69916591	+	['Neurl4' 'Gps2']	0.99283105709232	5.891042555868956e-05	2	15519
chr11	114668524	114720977	+	['Rpl38' 'Ttyh2']	0.9858874648755358	0.00017560049104489055	2	52453
chr11	70647235	70662513	+	['Eno3' 'Rnf167']	0.9366682927115528	7.279458682572931e-05	2	15278
chr11	114851152	114904654	+	['Gprc5c' 'Cd300a']	0.8057746722344578	2.5381083456578125e-05	2	53502
chr11	115163341	115247023	+	['Tmem104' 'Slc9a3r1']	0.9366962579389022	0.0018403174628254253	2	83682
chr11	116008457	116027962	-	['Galk1' 'H3f3b']	0.8891088278336442	0.0006855032492975868	2	19505
chr11	69299487	69369406	-	['Cntrob' 'Chd3']	0.8578791767013871	0.0002755123861076027	2	69919
chr11	60902246	60931867	-	['Map2k3os' 'Natd1']	0.8907294107725396	0.0006877000292065676	2	29621
chr11	60699723	60732951	+	['Mief2' 'Llgl1']	0.9443300997644667	2.9444345443156086e-05	2	33228
chr12	80107754	80132844	-	['Zfp36l1' '2310015A10Rik']	0.8425007308458394	0.0001238217103439146	2	25090
chr17	46500572	46556175	-	['Cul9' 'Srf']	0.8586800391830179	0.001378728523623602	2	55603
chr17	46383731	46431776	+	['Zfp318' 'Crip3']	0.9759839029214814	0.00032163249008663195	2	48045
chr17	46202782	46252537	+	['Yipf3' 'Xpo5']	0.9358966742570727	1.0725408091804617e-05	2	49755
chr17	46147387	46202645	-	['Mad2l1bp' 'Polh']	0.7007285363403666	0.0002825660272184301	2	55258
chr17	36942918	36965625	+	['Znrd1as' 'Rnf39']	0.9776587677672912	0.00010690218644729624	2	22707
chr17	35956819	35980236	-	['Abcf1' 'Prr3']	0.9382246634036073	0.0018067241673507487	2	23417
chr17	35424850	35443773	+	['H2-Q6' 'H2-Q7']	0.6284151100224522	0.0011074609275461265	2	18923
chr17	35379617	35397800	+	['H2-Q4' 'H2-Q5']	0.7403525757597187	0.000628822004963335	2	18183
chr17	47599331	47622339	-	['Kpna2-ps' 'Bysl']	0.7005168708304659	0.00045585372664174546	2	23008
chr17	78919006	79020816	-	['Cebpz' 'Prkd3']	0.9455793412606944	0.0004499137510511689	2	101810
chr17	78916500	78948052	+	['Cebpzos' 'Ndufaf7']	0.8182835767310185	6.303732993928653e-05	2	31552
chr17	74338987	74424221	+	['Spast' 'Slc30a6']	0.9258690227120328	9.00084970200555e-06	2	85234
chr17	70973133	71002878	-	['Myl12b' 'Myl12a']	0.9887199170438475	9.365774595009266e-05	2	29745
chr17	56764757	56772208	+	['Dus3l' 'Prr22']	0.9951157632562022	1.577229202835151e-05	2	7451
chr17	56673294	56722141	+	['Ndufa11' 'Ranbp3']	0.9619095456732079	7.85933041813034e-05	2	48847
chr17	56607452	56626887	-	['Micos13' 'Lonp1']	0.9868914395084625	6.242512368756587e-05	2	19435
chr17	56551414	56584585	-	['Gm20219' 'Safb2']	0.8236275696552297	0.0002160717360886419	2	33171
chr17	56269319	56292873	-	['Ticam1' 'Plin3']	0.973219824125745	0.00013534738145807288	2	23554
chr17	48410014	48421634	+	['Gm49893' 'Oard1']	0.9915707636163182	6.161435977316781e-05	2	11620
chr17	47686646	47694736	-	['Tomm6' 'Prickle4']	0.9589901207290973	0.00144969572406678	2	8090
chr17	33329342	33394641	-	['Zfp81' 'Zfp101']	0.6251503193713108	0.0012206400113543108	2	65299
chr17	31608894	31658892	-	['Cbs' 'U2af1']	0.9569509114721875	0.0017844096357911704	2	49998
chr16	64751751	64851652	-	['Zfp654' '4930453N24Rik']	0.8916262525043139	0.00034452233049099123	2	99901
chr16	58670292	58734251	+	['Cpox' 'Cldnd1']	0.7562157257432371	0.00016225674791329076	2	63959
chr16	57156665	57231504	-	['Nit2' 'Tbc1d23']	0.934313449702213	0.00058765231883809	2	74839
chr16	56007245	56037819	-	['Pcnp' 'Trmt10c']	0.9413099196400309	0.0003221843054201363	2	30574
chr16	55966275	56008913	+	['Rpl24' 'Zbtb11']	0.9721131965470173	0.00018071254180277867	2	42638
chr16	44139830	44227465	+	['Naa50' 'Usf3']	0.9559059649682543	0.0012805541187362888	2	87635
chr16	38498347	38550258	-	['Timmdc1' 'Poglut1']	0.8654047837804333	0.00021874904942330336	2	51911
chr16	38396117	38452703	-	['Pla1a' 'Adprh']	0.8291218866205925	0.0006292592500116853	2	56586
chr16	37539885	37632020	+	['Hgd' 'Rabl3']	0.9376415128625063	0.00042878625625674197	2	92135
chr16	33185071	33300269	+	['Osbpl11' 'Snx4']	0.9337770860465946	0.0025192728603534776	2	115198
chr16	33056453	33127695	+	['Rpl35a' 'Lmln']	0.7669558121105962	0.0007155611292840959	2	71242
chr16	32099800	32113743	+	['Gm15729' 'Cep19']	0.5170736440153627	0.00038107206555686244	2	13943
chr16	30955144	31201245	-	['Acap2' 'Xxylt1']	0.7984701756411495	0.0005991091846877577	2	246101
chr16	30307685	30405975	-	['Gp5' 'Atp13a3']	0.9374552474971775	0.00022368333123486302	2	98290
chr16	20702964	20734511	-	['Clcn2' 'Thpo']	0.9122685371228677	0.0011653669273558815	2	31547
chr16	77539882	77564765	+	['Gm36963' 'Gm37606']	0.7163875360643767	0.001657060488458925	2	24883
chr16	84774123	84863779	+	['Jam2' 'Gabpa']	0.7752801134758258	0.00030223089180758656	2	89656
chr17	25823627	25831843	+	['Wdr24' 'Jmjd8']	0.9599064619699276	0.0001288178462121	2	8216
chr17	24470392	24475469	+	['Pgp' 'Bricd5']	0.9796115136231143	8.61990312449872e-05	2	5077
chr17	23550965	23564238	-	['Casp16' 'Zfp213']	0.9349017312174472	2.0325640372142923e-05	2	13273
chr17	21707741	21769342	+	['Zfp760' 'Zfp229']	0.6920778704928071	0.0007307696520274673	2	61601
chr17	13760539	13936778	+	['Afdn' 'Gm49121']	0.6764103653487523	0.0005363936180718819	2	176239
chr16	97791467	97962598	-	['Prdm15' 'C2cd2']	0.8957047501202101	0.00051088273250536	2	171131
chr16	95979933	96082526	-	['Psmg1' 'Brwd1']	0.9636914868195949	0.00022528894230865957	2	102593
chr16	93591401	93610505	+	['Gm49961' 'Cbr1']	0.9139123995406828	0.00030185573092198	2	19104
chr16	92058322	92096490	+	['Slc5a3' 'Gm16310']	0.8904553830184152	8.85550741342716e-05	2	38168
chr16	91372783	91425834	+	['Ifnar2' 'Il10rb']	0.9525216495732151	0.0026993072188335925	2	53051
chr16	87376651	87440573	-	['Ltn1' 'Rwdd2b']	0.8185649477516401	0.00024325332707404062	2	63922
chr17	87254443	87282814	-	['Mcfd2' '4833418N02Rik']	0.9105996343941084	0.0023166870733867485	2	28371
chr19	46689906	46741099	+	['Borcs7' 'As3mt']	0.8374674897178462	0.0005656754222541882	2	51193
chr19	46044886	46085530	+	['Nolc1' 'Pprc1']	0.7764769988390643	0.005829222019042685	2	40644
chr19	45552275	45660312	-	['Poll' 'Fbxw4']	0.7765208157542147	9.905862077244976e-05	2	108037
chr19	44516957	44555440	-	['Sec31b' 'Ndufb8']	0.9464795558346197	0.0005527855191928768	2	38483
chr19	41922292	41981157	-	['Exosc1' 'Mms19']	0.8927751908924	0.0013091364546266608	2	58865
chr17	87433412	87473742	-	['Calm2' 'Gm30938']	0.881791211830069	0.00022464204924051037	2	40330
chr19	41845972	41896173	-	['Frat2' 'Rrp12']	0.504536666791814	0.002408971612131878	2	50201
chr19	41210844	41385102	-	['Tm9sf3' 'Pik3ap1']	0.9676670594744698	0.0007594209121553068	2	174258
chr19	37173843	37222151	+	['A330032B11Rik' 'March5']	0.7474493595901421	0.0004776596424194582	2	48308
chr19	31868764	31952361	+	['A1cf' '9130016M20Rik']	0.9642697069372077	0.0023715795217853653	2	83597
chr19	12763660	12796126	-	['Cntf' 'Zfp91']	0.9902250954244294	0.00014563485418052856	2	32466
chr19	47067746	47131865	+	['Taf5' 'Pdcd11']	0.8740706618072147	0.00011566601183933154	2	64119
chr19	47083464	47138294	-	['Atp5md' 'Calhm2']	0.7636718883829534	0.0004246435056807979	2	54830
chr19	55251938	55627309	+	['Acsl5' 'Vti1a']	0.8318916429514591	0.00013811625923557648	2	375371
chrX	152144268	152274535	+	['Iqsec2' 'Kdm5c']	0.819146232791383	1.2493256655459096e-06	2	130267
chrX	150547375	150643878	+	['Alas2' 'Pfkfb1']	0.7697056970799129	0.0016022114970814306	2	96503
chrX	139563316	139753405	+	['Rnf128' 'Tbc1d8b']	0.5972584540915049	0.0003286615704680092	2	190089
chrX	134585654	134607060	+	['Rpl36a' 'Hnrnph2']	0.880052582074642	3.4905717247487953e-08	2	21406
chrX	106015700	106124926	+	['Cox7b' 'Atp7a']	0.8046383899578055	0.00027603904291343073	2	109226
chrX	102284639	102644246	-	['Hdac8' 'Phka1']	0.5848611713103209	0.0006579408414143155	2	359607
chrX	74013914	74135363	-	['Irak1' 'Mecp2']	0.8911059470092264	3.0173060508984376e-05	2	121449
chrX	73787028	73797616	+	['Ssr4' 'Gm14817']	0.9278654315974684	0.0006621226041649501	2	10588
chrX	53051194	53057190	-	['Gm28730' 'C430049B03Rik']	0.917265381752131	1.5033442784776475e-05	2	5996
chrX	12654879	12762073	-	['1810030O07Rik' 'Med14']	0.8082037999220649	0.0005364781377732906	2	107194
chrX	7762560	7820567	+	['Tfe3' 'Gripap1']	0.9424491305122973	0.00036175366893361827	2	58007
chr19	10199132	10240748	-	['Fen1' 'Myrf']	0.7652724862201956	0.001027791799408213	2	41616
chr19	7275396	7382994	-	['Mark2' 'Spindoc']	0.909100148170944	8.522747584290603e-05	2	107598
chr18	46713193	46741580	-	['Cdo1' 'Atg12']	0.8589794878095209	0.0008168160460919215	2	28387
chr18	38250255	38317849	+	['Dele1' 'Rnf14']	0.836633594748716	0.00021742833810070545	2	67594
chr18	38238405	38284402	-	['1700086O06Rik' 'Pcdh12']	0.9293753408881669	0.00038963750588253776	2	45997
chr18	36281097	36301517	+	['Pura' 'Igip']	0.9822410682470737	0.00046260431761791003	2	20420
chr18	35799842	35877311	+	['Gm50371' 'Gm50399']	0.7698866179024066	0.0007137025453886013	2	77469
chr18	35553404	35617187	+	['Paip2' 'Snhg4']	0.9489150425334181	0.0006137496714802006	2	63783
chr18	34220924	34336599	+	['Apc' 'Srp19']	0.949748434348694	4.847044187994667e-05	2	115675
chr18	24602866	24701575	+	['Elp2' 'Mocos']	0.9336928151770657	0.0012363874154217671	2	98709
chr18	20944625	21028224	+	['Rnf138' 'Rnf125']	0.7132269651133467	0.0020458299937300534	2	83599
chr18	10706860	10818704	+	['4930563E18Rik' 'Mib1']	0.836083427297029	0.00023714529188285336	2	111844
chr18	9993066	10182045	-	['Rock1' 'Usp14']	0.8235347137421762	6.0763851330508775e-05	2	188979
chr18	9711293	9719169	+	['Gm50080' 'Gm50078']	0.7535511796296399	0.000303837777363725	2	7876
chr18	61045150	61132149	+	['Csf1r' 'Pdgfrb']	0.7626481814949602	0.0009286588597929939	2	86999
chr19	6974968	6999046	+	['Ppp1r14b' 'Trpt1']	0.8085163654599427	8.785244955186284e-06	2	24078
chr19	6046576	6059524	+	['Syvn1' 'Fau']	0.928627423073257	8.76040065434476e-05	2	12948
chr19	5364638	5388703	-	['Banf1' 'Sart1']	0.948040407259596	0.00018383606491822002	2	24065
chr19	4907229	4943127	-	['Dpp3' 'Peli3']	0.8239172484152426	4.542070860076615e-05	2	35898
chr19	4855130	4885397	+	['Ctsf' 'Zdhhc24']	0.8072672315905884	0.00010551389695050484	2	30267
chr19	4711167	4767065	+	['Sptbn2' 'Rbm4b']	0.8883453035155171	0.00038199702925367253	2	55898
chr19	3896050	3912774	-	['Tcirg1' 'Ndufs8']	0.9378907255809533	0.0012017409310223384	2	16724
chr19	3454928	3686564	-	['Ppp6r3' 'Lrp5']	0.9599373881768183	0.00044262718097834084	2	231636
chr19	3322334	3407823	+	['Cpt1a' 'Tesmin']	0.7918981969709794	0.002616231521461322	2	85489
chr18	76930017	76975307	+	['Ier3ip1' 'Hdhd2']	0.9528317303612294	3.5273374703266054e-05	2	45290
chr18	74440936	74806208	+	['Myo5b' 'Acaa2']	0.8813896977625545	0.0009259472943959352	2	365272
chr16	20097542	20232573	+	['Klhl24' 'Yeats2']	0.8324953101023939	0.0008548355865053295	2	135031
chr16	17759618	17808293	+	['Klhl22' 'Scarf2']	0.7206202791182148	0.0002824283259323033	2	48675
chr13	58379817	58403343	-	['2210016F16Rik' 'Hnrnpk']	0.9765561468969592	6.62804125549372e-05	2	23526
chr13	93299635	93412957	+	['Gm47155' 'Homer1']	0.8503110780944632	0.0005765952481958036	2	113322
chr13	76098734	76200866	+	['Ttc37' 'Gm48639']	0.8476799554169561	0.00015042068297385928	2	102132
chr13	67589439	67637791	-	['Zfp729b' 'Zfp729a']	0.6382818922287644	0.00011444022746358952	2	48352
chr13	66900617	66933088	-	['Uqcrb' 'Mterf3']	0.9576282390603718	0.000641686269190576	2	32471
chr13	58176156	58275699	-	['Gkap1' 'Ubqln1']	0.8703531869979513	0.00027827986236048015	2	99543
chr16	16870736	16927364	+	['Top3b' 'Ppm1f']	0.9509548548787927	0.0002994950291808845	2	56628
chr13	58000228	58128556	-	['Klhl3' 'Hnrnpa0']	0.9547882274693866	0.00041269489930354777	2	128328
chr13	55445072	55473154	+	['Grk6' 'Prr7']	0.9309490397658962	1.23048222502134e-05	2	28082
chr13	49653078	49734267	+	['Nol8' 'Iars']	0.8438775988053138	1.1375953662158451e-05	2	81189
chr13	48801750	48968017	-	['Phf2' 'Fam120a']	0.9655517062764292	0.0006177445247474887	2	166267
chr13	48487647	48546500	-	['6720427I07Rik' 'Zfp169']	0.9366188051710664	0.0005942997765617879	2	58853
chr13	93312041	93319065	+	['Gm47075' 'Gm47088']	0.8932512095733692	0.00033941210145119996	2	7024
chr14	31139013	31216946	-	['Stab1' 'Nisch']	0.9328450959913388	4.7159680135523815e-05	2	77933
chr14	30999826	31019152	-	['Spcs1' 'Gnl3']	0.8841192763855102	0.0009444893062047084	2	19326
chr14	24438987	24487058	-	['Gm47814' 'Polr3a']	0.8733611140698483	1.0256611333922969e-05	2	48071
chr14	20723730	20794088	-	['Ndst2' 'Camk2g']	0.9298922827665852	0.00016616627280971032	2	70358
chr14	20384638	20393634	-	['Dnajc9' 'Mrps16']	0.8584149774662668	0.0005002568260417333	2	8996
chr14	18267823	18331859	-	['Ube2e1' 'Rpl15']	0.9598555321515934	0.0012397000787611261	2	64036
chr14	8080367	8165117	+	['Rpp14' 'Pxk']	0.9794908068904389	0.0005929808332259954	2	84750
chr13	119710094	119790889	-	['Zfp131' 'Nim1k']	0.8194660723510658	0.0006553298104268148	2	80795
chr13	119428601	119486120	+	['4833420G17Rik' 'Paip1']	0.9661736966906109	3.24895465374946e-05	2	57519
chr13	114281668	114388258	-	['Gm47558' 'Ndufs4']	0.9584064055012864	0.00030139142055082016	2	106590
chr13	100702631	100744659	-	['Cdk7' 'Mrps36']	0.9002331673825934	0.0006172901106779565	2	42028
chr13	100651579	100697240	+	['Taf9' 'Ccdc125']	0.8577784105923772	0.00011101741840391126	2	45661
chr13	100650979	100697240	+	['Ak6' 'Ccdc125']	0.8866076104243616	0.00012891812202211935	2	46261
chr13	100595957	100651051	-	['Marveld2' 'Rad17']	0.907473654139264	0.0003834045318348376	2	55094
chr13	43365496	43407097	+	['Sirt5' 'Nol7']	0.8990950366982771	0.000721600943425775	2	41601
chr13	41236345	41276577	+	['Smim13' 'Gm32063']	0.9157050509467053	0.0040398505613091	2	40232
chr12	111941991	111966977	-	['5033406O09Rik' 'Atp5mpl']	0.9623369704397358	0.0002541750237036125	2	24986
chr12	108792973	108856815	+	['Slc25a47' 'Yy1']	0.9189770517906126	0.0006128834193022944	2	63842
chr12	104236245	104253669	+	['Serpina3g' 'Serpina3h']	0.6045362921462801	0.0022624353584462797	2	17424
chr12	103614786	103657212	-	['Serpina10' 'Serpina6']	0.784370711907155	0.0019233097284452863	2	42426
chr12	102743762	102777707	+	['Tmem251' 'Ubr7']	0.9536735505812972	0.00015258842899513157	2	33945
chr12	102673017	102758672	-	['Gm28373' 'Gm20604']	0.7427908196335831	0.0007362981913074404	2	85655
chr12	102568582	102757765	-	['Gm28051' 'Itpk1']	0.7948591465808454	0.0009882177906157094	2	189183
chr12	99359871	99369913	-	['Gm47139' 'Gm47138']	0.9995200892297068	0.001204005323856925	2	10042
chr12	91633009	91849157	-	['Ston2' 'Sel1l']	0.8498642806832082	0.0009995373292678933	2	216148
chr12	87425840	87472274	-	['Alkbh1' 'Snw1']	0.9624525073641486	0.0002519946539373028	2	46434
chr12	87221040	87266256	-	['Noxred1' 'Vipas39']	0.7514779665134382	0.002232158084456452	2	45216
chr12	81558584	81595008	-	['Adam21' 'Med6']	0.7595671215018837	0.00013419900630996893	2	36424
chr12	81359026	81532911	-	['Synj2bp' 'Cox16']	0.8160066795476258	0.0005746510955027978	2	173885
chr12	112720455	112768990	+	['Cep170b' 'Pld4']	0.7393637182171766	0.00020668252195394675	2	48535
chr13	41001023	41022586	+	['Pak1ip1' 'Tmem14c']	0.9970388045193787	0.00019258266231799635	2	21563
chr12	112934291	113000704	-	['Nudt14' 'Brf1']	0.8539661179326189	0.00024670883678548644	2	66413
chr13	38592842	38659058	-	['Bloc1s5' 'Eef1e1']	0.8712605286639447	0.0011063431776743263	2	66216
chr13	38151294	38227665	+	['Dsp' 'Snrnp48']	0.9242904418094537	0.0006701436598338731	2	76371
chr13	34610827	34653486	-	['Pxdc1' 'Gm47127']	0.7660541526128402	0.00038817937730834857	2	42659
chr13	24801657	24842153	+	['BC005537' 'Tdp2']	0.9754480776728198	0.0003729158511428114	2	40496
chr13	23418361	23431022	-	['Abt1' 'C230035I16Rik']	0.8829314838722482	0.0003640784363960458	2	12661
chr13	17735985	17757325	-	['8430406P12Rik' 'Gm48624']	0.9946014591033957	0.00026776237226857496	2	21340
chr13	8870341	8892451	+	['Gm48374' 'Idi1']	0.8383182847668689	0.0001033589970237172	2	22110
chr13	4049011	4100831	+	['Akr1c14' 'Gm47905']	0.6834541997094108	0.002340732488833091	2	51820
chr12	118231595	118301440	-	['Sp4' 'Gm49602']	0.7182944445129666	0.00111204881114135	2	69845
chr12	113098278	113145506	+	['Mta1' 'Crip2']	0.9490077963591848	0.0004766070200965829	2	47228
chr12	112999964	113074401	+	['Pacs2' '9230104M06Rik']	0.9658228573048964	0.00014189578500070797	2	74437
chr14	33365951	33447158	-	['Gm15512' 'Mapk8']	0.9015714832153738	0.00023775944870276197	2	81207
chr14	34673928	34770553	+	['Wapl' 'A930038B10Rik']	0.9528912260849305	0.0002684941787042154	2	96625
chr15	89098357	89128700	-	['Tubgcp6' 'Hdac10']	0.9581316408142682	0.0006057134474835874	2	30343
chr15	83546797	83595157	-	['Mcat' 'Ttll12']	0.5950264910843626	0.00018128482902091196	2	48360
chr15	83526862	83574203	+	['Bik' 'Tspo']	0.96887135471076	9.024107068652368e-05	2	47341
chr15	82127922	82205379	+	['Ccdc134' 'Srebf2']	0.8500489389901751	0.0005414570193579406	2	77457
chr15	81992523	82047598	-	['Desi1' 'Snu13']	0.7787008300059708	0.0002001553032525572	2	55075
chr15	81745057	81826863	+	['Tef' 'Zc3h7b']	0.7677532270670211	0.0045081182246591595	2	81806
chr15	81585351	81688315	+	['Ep300' 'L3mbtl2']	0.9422444994978776	0.00013484204500171235	2	102964
chr15	80234018	80257541	+	['Mief1' 'Atf4']	0.92101748532567	0.0001525184542424209	2	23523
chr15	79724070	79777849	-	['Sun2' 'Dnal4']	0.8861240093216071	0.0006517699454556651	2	53779
chr15	79360684	79455566	-	['Tmem184b' 'Csnk1e']	0.7633528580412945	0.0002866112389978296	2	94882
chr15	78559167	78581616	-	['Rac2' 'Gm36738']	0.8718747031248038	5.66555718862248e-06	2	22449
chr15	78406416	78439303	+	['Mpst' 'Kctd17']	0.8468850174151252	0.0007795241934822415	2	32887
chr15	77729039	77743890	+	['Apol9b' 'Gm49410']	0.7973884174780008	0.00012903314669683333	2	14851
chr15	89155549	89196496	-	['Plxnb2' 'Dennd6b']	0.7784610458207344	0.00035267745924391956	2	40947
chr15	76721465	76818170	-	['C030006K11Rik' 'Arhgap39']	0.7972273953043505	0.00010512816680268038	2	96705
chr16	13780708	13835451	+	['Rrn3' 'Ntan1']	0.8843382971721329	0.000668428681121443	2	54743
chr16	8658580	8792308	-	['Carhsp1' 'Usp7']	0.8126873363733966	8.407319656335266e-05	2	133728
chr16	8513429	8662467	+	['Abat' 'Pmm2']	0.9557809964875297	0.0007693131422609036	2	149038
chr16	5008730	5049863	-	['Rogdi' 'Glyr1']	0.9151325179093153	0.00021596932980928534	2	41133
chr16	4935049	4964205	-	['Anks3' 'Gm16861']	0.8839642863396718	0.0008053511906649326	2	29156
chr16	4886249	4941032	+	['Mgrn1' 'Nudt16l1']	0.9957339959205969	0.0001767795306050586	2	54783
chr16	4616464	4679777	-	['Pam16' 'Coro7']	0.936474758145583	0.0004800530591896944	2	63313
chr15	103313895	103366763	-	['Zfp385a' 'Itga5']	0.8006907826729429	0.003463578954215058	2	52868
chr15	103272714	103309077	+	['Copz1' 'Gm49482']	0.9377008983920483	0.00010039218005727943	2	36363
chr15	101174067	101232756	+	['Acvr1b' 'Grasp']	0.8575998288725566	0.00017545801640726224	2	58689
chr15	98903917	98934565	-	['Lmbr1l' 'Tuba1b']	0.8038452251962227	0.0002705438813653857	2	30648
chr15	98812797	98871204	-	['Prkag1' 'Kmt2d']	0.9859594709453234	0.000203444417234225	2	58407
chr15	98724366	98763214	-	['Fkbp11' 'Arf3']	0.7920285546000316	0.001283668800084623	2	38848
chr15	98645134	98677461	-	['Rnd1' 'Ddx23']	0.8545250958392483	0.0014544973432943065	2	32327
chr15	93239742	93336935	-	['Yaf2' 'Gxylt1']	0.8740725452524365	0.00016106454400164756	2	97193
chr15	76879320	76906314	+	['Gm49527' 'Rpl8']	0.8898762671004431	7.271010735920616e-05	2	26994
chr15	76715276	76818170	-	['Lrrc24' 'Arhgap39']	0.752149369761485	0.0001101390898524637	2	102894
chr14	37054830	37073743	+	['Lrit1' 'Lrit2']	0.675975063464787	0.0036903503400391325	2	18913
chr10	121488986	121526101	+	['Gm35696' 'Gm40787']	0.8397634442302744	0.003288441766659787	2	37115
chr14	66985239	67072444	-	['Bnip3l' 'Ppp2r2a']	0.9740656598006844	0.0006286911537056919	2	87205
chr14	61331742	61439874	-	['Ebpl' 'Kpna3']	0.9251552062038938	0.002498880766779558	2	108132
chr14	57549597	57665430	-	['Eef1akmt1' 'Xpo4']	0.8706746602101232	0.00021933482059424464	2	115833
chr14	56575619	56697430	+	['Parp4' 'Mphosph8']	0.9020074007427776	0.0003707912003544813	2	121811
chr14	54852736	54877550	-	['Homez' 'Ppp1r3e']	0.8719607004614386	0.0001074971783444556	2	24814
chr14	46866576	46885064	-	['2810457G06Rik' 'Gm34934']	0.8300384366689957	0.00051776320081644	2	18488
chr15	76533213	76538746	-	['Tmem249' 'Fbxl6']	0.9608581607611275	0.000406040145941825	2	5533
chr15	75596628	75629827	+	['Zfp41' 'Gpihbp1']	0.7570342426027472	8.291774604062745e-05	2	33199
